Age,Employ_type,Education,Education_years,Marriage,Occupation,Relationship,Race,Gender,Capital-gain,Captial-loss,hours-per-week,Income
57, Self-emp-inc, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,99999,0,40,1
36, Private, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1977,40,1
17, ?, 10th,6, Never-married, ?, Own-child, White, Male,0,0,40,0
24, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,40,0
32, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50,1
27, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45,1
43, Private, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female,0,0,55,0
21, ?, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40,0
54, Private, Assoc-voc,11, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40,0
22, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45,0
29, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50,0
22, Private, 12th,8, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50,0
37, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50,1
38, Self-emp-not-inc, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50,1
34, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40,0
45, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,84,1
28, Private, 1st-4th,2, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,40,0
68, Private, Doctorate,16, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40,0
36, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40,0
20, Private, 9th,5, Never-married, Other-service, Unmarried, White, Male,0,0,30,0
24, Private, Some-college,10, Never-married, Craft-repair, Own-child, White, Female,0,0,45,0
38, Private, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40,0
32, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40,0
34, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,50,1
47, Private, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,2174,0,40,0
28, Private, Bachelors,13, Never-married, Other-service, Not-in-family, White, Female,0,0,50,0
32, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40,1
58, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40,0
64, Self-emp-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,35,1
38, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,50,0
43, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40,0
28, Private, 12th,8, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40,0
21, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40,0
23, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,20,0
25, Private, 9th,5, Never-married, Handlers-cleaners, Own-child, Black, Male,2907,0,40,0
41, Private, HS-grad,9, Separated, Adm-clerical, Not-in-family, Black, Male,2354,0,40,0
24, ?, HS-grad,9, Never-married, ?, Not-in-family, White, Female,0,0,36,0
41, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40,0
27, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40,0
54, Private, 7th-8th,4, Widowed, Other-service, Unmarried, White, Male,0,0,30,0
28, Local-gov, HS-grad,9, Separated, Transport-moving, Own-child, White, Female,0,0,25,0
29, Private, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,2042,40,0
36, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,30,0
41, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1977,60,1
60, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40,0
34, State-gov, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,38,0
32, Private, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,0,0,40,0
27, Private, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,42,1
60, Private, 10th,6, Married-civ-spouse, Sales, Husband, White, Male,0,0,40,0
39, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,0
59, Private, 12th,8, Divorced, Transport-moving, Other-relative, Black, Male,0,0,35,0
34, Self-emp-not-inc, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,32,1
36, Private, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40,0
54, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40,1
48, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40,1
19, Private, 7th-8th,4, Never-married, Other-service, Own-child, White, Male,0,0,33,0
40, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40,1
25, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45,0
39, Private, Assoc-acdm,12, Separated, Adm-clerical, Unmarried, White, Male,0,0,40,0
34, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,0
30, Private, HS-grad,9, Separated, Other-service, Unmarried, White, Female,0,0,30,0
43, Private, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,24,0
35, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40,1
36, Local-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,50,1
59, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65,1
33, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,0
22, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50,0
48, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45,0
54, Private, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40,0
49, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38,0
37, Private, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,40,0
45, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40,0
51, Self-emp-inc, Some-college,10, Separated, Sales, Not-in-family, White, Female,0,0,40,0
46, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,0
31, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40,1
29, ?, 10th,6, Never-married, ?, Own-child, White, Female,0,0,38,0
39, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Own-child, Black, Female,0,0,50,1
35, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,5013,0,40,0
26, Private, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40,1
51, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,40,1
31, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,6,0
39, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40,1
26, Private, 11th,7, Never-married, Other-service, Other-relative, White, Male,0,0,30,0
25, Private, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,35,0
61, Federal-gov, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1887,40,1
49, Private, HS-grad,9, Divorced, Sales, Own-child, White, Female,0,0,40,0
53, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45,0
52, Private, Preschool,1, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40,0
52, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55,0
74, ?, Bachelors,13, Widowed, ?, Not-in-family, Other, Female,0,0,35,0
50, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40,0
29, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,13550,0,35,1
76, Private, 7th-8th,4, Widowed, Protective-serv, Not-in-family, White, Male,0,0,30,0
19, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,15,0
25, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40,0
45, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40,0
34, Private, Assoc-acdm,12, Divorced, Adm-clerical, Own-child, White, Female,0,0,35,0
20, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,16,0
66, ?, Masters,14, Widowed, ?, Not-in-family, White, Male,0,0,6,0
63, ?, Bachelors,13, Married-civ-spouse, ?, Wife, Black, Female,0,0,45,0
27, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40,0
41, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,2829,0,40,0
43, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60,0
23, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40,0
37, Federal-gov, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40,0
31, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40,0
33, State-gov, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,4,0
28, Private, Assoc-acdm,12, Never-married, Sales, Own-child, White, Male,0,0,20,0
70, ?, HS-grad,9, Widowed, ?, Not-in-family, White, Female,2993,0,20,0
35, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40,0
41, Private, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,75,1
17, Private, 11th,7, Never-married, Other-service, Other-relative, White, Female,0,0,12,0
41, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40,1
44, Private, Assoc-voc,11, Divorced, Sales, Not-in-family, White, Male,0,0,45,0
47, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,0
24, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40,0
38, Self-emp-not-inc, Assoc-voc,11, Divorced, Other-service, Unmarried, White, Female,0,0,40,0
34, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,52,0
62, Local-gov, HS-grad,9, Divorced, Other-service, Not-in-family, Black, Female,0,0,35,0
27, Local-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,38,0
59, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40,1
35, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40,0
38, Private, HS-grad,9, Separated, Other-service, Unmarried, Black, Female,0,0,32,0
28, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,50,0
28, Private, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Female,0,0,38,0
59, State-gov, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40,0
42, Private, Some-college,10, Separated, Adm-clerical, Own-child, White, Female,0,0,40,0
54, Local-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,32,1
39, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45,0
41, Private, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40,0
43, Private, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40,0
32, Self-emp-inc, Bachelors,13, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,50,1
62, Private, Some-college,10, Separated, Sales, Unmarried, White, Female,0,1617,33,0
58, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40,0
43, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40,0
67, ?, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,2457,40,0
31, Private, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40,0
51, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,70,1
54, Private, Bachelors,13, Never-married, Other-service, Own-child, Black, Female,0,0,36,0
20, Private, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,70,0
35, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40,1
22, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,36,0
38, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,6849,0,60,0
42, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40,0
44, State-gov, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40,1
28, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70,1
74, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35,1
34, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40,0
50, State-gov, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,52,0
50, Private, Assoc-voc,11, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40,0
43, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40,0
29, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,0
30, ?, HS-grad,9, Separated, ?, Unmarried, Black, Female,0,0,25,0
61, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50,1
21, Private, Some-college,10, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40,0
27, Private, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,30,0
47, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40,1
39, Private, Assoc-acdm,12, Divorced, Prof-specialty, Unmarried, White, Female,0,1380,40,0
33, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,0
22, Private, HS-grad,9, Never-married, Sales, Other-relative, Black, Female,0,0,37,0
38, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40,0
45, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,0
42, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45,1
35, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45,0
21, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40,0
49, State-gov, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,44,0
50, Private, Bachelors,13, Separated, Prof-specialty, Own-child, Other, Female,0,0,40,0
36, State-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,36,1
20, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,20,0
49, Private, HS-grad,9, Separated, Prof-specialty, Unmarried, Black, Female,0,0,40,0
40, State-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60,1
22, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40,0
60, ?, HS-grad,9, Divorced, ?, Not-in-family, White, Female,0,0,40,0
67, Private, 11th,7, Widowed, Adm-clerical, Unmarried, White, Female,0,0,20,0
21, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40,0
60, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,50,0
17, Private, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,12,0
43, Private, Masters,14, Married-civ-spouse, Exec-managerial, Wife, White, Female,15024,0,32,1
49, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45,1
41, Private, Bachelors,13, Separated, Prof-specialty, Not-in-family, Black, Female,99999,0,60,1
38, Private, Some-college,10, Divorced, Craft-repair, Unmarried, White, Male,0,0,40,0
38, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,0
35, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,99,1
40, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,40,0
23, ?, Some-college,10, Separated, ?, Not-in-family, White, Female,0,0,40,0
19, ?, Some-college,10, Never-married, ?, Own-child, White, Female,0,1602,40,0
40, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60,1
46, State-gov, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40,0
25, Private, Some-college,10, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,0,22,0
36, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,5178,0,40,1
24, Private, Assoc-acdm,12, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,48,0
62, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48,0
54, Private, Preschool,1, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40,0
